,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
62122,3140000,3140000-104-2013-00051,20130516,,3,폐업,2,폐업,20200717.0,,,,02   7588610,244.13,158724.0,서울특별시 양천구 목동 961 현대하이페리온2상가205동12층102103201호 ,서울특별시 양천구 오목로 300 12층 102103201호 (목동 현대하이페리온2상가205동),8004.0,스타벅스커피목동하이페리온점,20200700000000.0,U,40:00.0,커피숍,188431.2863,446909.3659,커피숍,,,,,,,,,,,,,,Y,244.13,,,
62822,3140000,3140000-104-2010-00076,20100624,,3,폐업,2,폐업,20150710.0,,,,02 7588329,255.08,158806.0,서울특별시 양천구 목동 404-177번지 목동썬텍씨티 1 2층(오목로 13) ,서울특별시 양천구 오목로 350 (목동목동썬텍씨티 1 2층(오목로 13)),8007.0,스타벅스오목교사거리점,20140700000000.0,I,59:59.0,커피숍,188992.7942,446886.6209,커피숍,,,,,,,,,,,,,,N,255.08,,,
62996,3140000,3140000-104-2006-00115,20061229,,3,폐업,2,폐업,20120119.0,,,,,161.0,158724.0,서울특별시 양천구 목동 961번지 외 1필지 하이페리온2상가 206동 112113120호 ,,,스타벅스오목교역,20110900000000.0,I,59:59.0,커피숍,188431.2863,446909.3659,커피숍,0.0,0.0,,,,,,,,,,,,N,161.0,,,
64159,3150000,3150000-104-2019-00272,20190926,,1,영업/정상,1,영업,,,,,230151180,377.66,157210.0,서울특별시 강서구 마곡동 801-2 1~2층 104105106107203204호 ,서울특별시 강서구 공항대로 248 1~2층 104 105 106 107 203 204호 (마곡동),7805.0,스타벅스 발산역사거리점,20220200000000.0,U,40:00.0,커피숍,,,커피숍,,,,,상수도전용,,,,,,,,,Y,377.66,,,
64213,3010000,3010000-104-2018-00297,20181025,,1,영업/정상,1,영업,,,,,,316.9,100094.0,서울특별시 중구 남대문로4가 17-19 1층,서울특별시 중구 세종대로12길 12 1층 (남대문로4가),4526.0,스타벅스 숭례문북창점,20220800000000.0,U,04:00.0,커피숍,197895.4912,451035.703,,,,,,,,,,,,,,,,,,,
64376,3150000,3150000-104-2016-00225,20161006,,1,영업/정상,1,영업,,,,,230151179,177.11,157210.0,서울특별시 강서구 마곡동 776-6 새싹타워 (지상 1층) 1~2호,서울특별시 강서구 강서로 463 1층 1~2호 (마곡동 가양 1동 새싹타워),7791.0,스타벅스 양천향교역,20220200000000.0,U,40:00.0,커피숍,185852.0,451639.0,커피숍,,,,,상수도전용,,,,,,,,,N,177.11,,,
64378,3150000,3150000-104-2016-00227,20161007,,1,영업/정상,1,영업,,,,,02  26483257,461.28,157896.0,서울특별시 강서구 화곡동 772-67 (지상1~3층) ,서울특별시 강서구 등촌로 57 1~3층 (화곡동 4동 스타벅스화곡점),7741.0,스타벅스 화곡DT점,20220200000000.0,U,40:00.0,커피숍,187838.2316,448093.6329,커피숍,,,,,상수도전용,,,,,,,,,Y,461.28,,,
64476,3150000,3150000-104-2014-00015,20140204,,1,영업/정상,1,영업,,,,,230151100,203.87,157930.0,서울특별시 강서구 등촌동 678-14 그랜드백화점 (지상 1층) 주차장동 ,서울특별시 강서구 강서로 388 주차장동 1층 (등촌동 3동 그랜드백화점),7583.0,스타벅스커피 발산역점,20220200000000.0,U,40:00.0,커피숍,185732.4244,450884.5288,커피숍,,,,,상수도전용,,,,,,,,,N,203.87,,,
64688,3150000,3150000-104-2013-00173,20131210,,1,영업/정상,1,영업,,,,,236619894,221.3,157864.0,서울특별시 강서구 염창동 282-23 (지상 1층) ,서울특별시 강서구 공항대로 627 1층 (염창동),7558.0,스타벅스커피 염창역점,20220200000000.0,U,40:00.0,커피숍,188843.429,449461.1525,커피숍,,,,,상수도전용,,,,,,,,,N,221.3,,,
64749,3150000,3150000-104-2022-00190,20220707,,1,영업/정상,1,영업,,,,,226044315,315.9,157010.0,서울특별시 강서구 화곡동 1170 우장산역 해링턴 타워 116 117 118 119 120호,서울특별시 강서구 강서로 231 1층 116 117 118 119 120호 (화곡동 우장산역 해링턴 타워),7705.0,스타벅스 강서우장산점,20220800000000.0,U,04:00.0,커피숍,,,,,,,,,,,,,,,,,,,,,
64773,3150000,3150000-104-2012-00109,20120903,,1,영업/정상,1,영업,,,,,02 7588538,323.49,157881.0,서울특별시 강서구 화곡동 343-1 외 1필지 동진빌딩 (지하 1층~지상 1층) ,서울특별시 강서구 강서로13길 3 지하1~지상1층 (화곡동 8동 외 1필지 동진빌딩),7774.0,스타벅스커피 까치산역점,20220200000000.0,U,40:00.0,커피숍,186327.695,447795.9403,커피숍,,,,,상수도전용,,,,,,,,,N,323.49,,,
64810,3150000,3150000-104-2017-00077,20170323,,1,영업/정상,1,영업,,,,,236613418,231.4,157030.0,서울특별시 강서구 등촌동 73-1 금부빌딩 (지상1층) A호,서울특별시 강서구 양천로 476 1층 A호 (등촌동 3동 금부빌딩),7575.0,스타벅스 가양역점,20220200000000.0,U,40:00.0,커피숍,186966.0362,451047.2873,커피숍,,,,,상수도전용,,,,,,,,,N,231.4,,,
64891,3150000,3150000-104-2017-00348,20171205,,1,영업/정상,1,영업,,,,,226618843,373.97,157847.0,서울특별시 강서구 방화동 293-4 외 2필지 세움빌딩 (지상 2~3층) ,서울특별시 강서구 방화대로 375 2~3층 (방화동 1동 세움빌딩),7517.0,스타벅스 방화DT,20220200000000.0,U,40:00.0,커피숍,183704.3002,452482.3973,커피숍,,,,,상수도전용,,,,,,,,,Y,373.97,,,
65202,3150000,3150000-104-2015-00023,20150216,,1,영업/정상,1,영업,,,,,236623083,221.0,157930.0,서울특별시 강서구 등촌동 668-9 (지상 1층) ,서울특별시 강서구 공항대로 329 1층 (등촌동 3동),7591.0,스타벅스커피 등촌점,20220200000000.0,U,40:00.0,커피숍,186173.478,450677.7932,커피숍,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,221.0,,,
65208,3150000,3150000-104-2015-00047,20150325,,1,영업/정상,1,영업,,,,,02 7588881,281.76,157925.0,서울특별시 강서구 화곡동 1073-10 외 12필지 메가박스 (지상 1~2층) 112~113 205호 ,서울특별시 강서구 화곡로 142 1~2층 112~113 205호 (화곡동 1동 메가박스),7715.0,스타벅스커피 화곡동점,20220200000000.0,U,40:00.0,커피숍,185574.9372,448716.2747,커피숍,,,,,상수도전용,,,,,,,,,N,281.76,,,
65407,3150000,3150000-104-2021-00353,20211130,,1,영업/정상,1,영업,,,,,,239.13,157827.0,서울특별시 강서구 내발산동 668 101102호 ,서울특별시 강서구 강서로 323 1층 101102호 (내발산동),7632.0,스타벅스 내발산점,20220200000000.0,U,40:00.0,커피숍,185487.6418,450280.8586,커피숍,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,239.13,,,
65426,3150000,3150000-104-2021-00245,20210730,,1,영업/정상,1,영업,,,,,221312983,268.99,157838.0,서울특별시 강서구 등촌동 628-9 가양역 더스카이밸리5차 지식산업센터1층 ,서울특별시 강서구 화곡로 416 가양역 더스카이밸리5차 지식산업센터 1층 101102114~117호 (등촌동),7548.0,스타벅스 가양역사거리점,20220200000000.0,U,40:00.0,커피숍,187160.6656,450873.0171,커피숍,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,268.99,,,
65477,3150000,3150000-104-2018-00171,20180730,,1,영업/정상,1,영업,,,,,226593585,391.8,157210.0,서울특별시 강서구 마곡동 796-3 마곡사이언스타워 (지상 1~2층) ,서울특별시 강서구 마곡동로 62 마곡사이언스타워 1~2층 101~103204호 (마곡동),7803.0,스타벅스 마곡사이언스타워R점,20220200000000.0,U,40:00.0,커피숍,185247.0,450934.0,커피숍,,,,,상수도전용,,,,,,,,,Y,391.8,,,
65784,3150000,3150000-104-2021-00056,20210225,,1,영업/정상,1,영업,,,,,,270.73,157863.0,서울특별시 강서구 염창동 274-17 센터스퀘어(지상 1층) 104-2.105106 ,서울특별시 강서구 공항대로 543 1층 104-2105106호 (염창동 센터스퀘어),7562.0,스타벅스 등촌대로점,20220200000000.0,U,40:00.0,커피숍,188123.9705,449841.9576,커피숍,,,,,상수도전용,,,,,,,,,N,270.73,,,
65800,3150000,3150000-104-2021-00043,20210218,,1,영업/정상,1,영업,,,,,,243.0,157928.0,서울특별시 강서구 화곡동 1111 SJ라벨라 1층 104 105 106107호 ,서울특별시 강서구 화곡로 350 SJ라벨라 1층 104105106107호 (화곡동),7653.0,스타벅스 강서구청사거리점,20220200000000.0,U,40:00.0,커피숍,186884.4289,450307.9212,커피숍,,,,,상수도전용,,,,,,,,,N,243.0,,,
66865,3150000,3150000-104-2010-00121,20100913,,3,폐업,2,폐업,20170928.0,,,,02 7588347,184.62,157927.0,서울특별시 강서구 화곡동 1095-0번지 그랜드아이파크 (지상 1~2층) 115116209210호 ,서울특별시 강서구 화곡로 347 (화곡동그랜드아이파크 (지상 1~2층) 115116209210호),7649.0,스타벅스강서아이파크점,20170900000000.0,I,59:59.0,커피숍,186786.6225,450297.7027,커피숍,,,,,상수도전용,,,,,,,,,N,184.62,,,
67990,3150000,3150000-104-2001-09098,20011025,,3,폐업,2,폐업,20121112.0,,,,02 7588027,90.0,157240.0,서울특별시 강서구 공항동 1373-0번지 지상3층(김포공항2호점) ,,,스타벅스김포공항2호점,20110900000000.0,I,59:59.0,커피숍,182974.8501,450419.6846,커피숍,0.0,0.0,,,,,,,,,,,,N,90.0,,,
67991,3150000,3150000-104-2001-09099,20011025,,3,폐업,2,폐업,20121112.0,,,,02 7588026,244.35,157240.0,서울특별시 강서구 공항동 1373-0번지 지상1층 ,,,스타벅스김포공항1호점,20110900000000.0,I,59:59.0,커피숍,182974.8501,450419.6846,커피숍,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,N,244.35,,,
69190,3160000,3160000-104-2020-00125,20200825,,1,영업/정상,1,영업,,,,,,330.9,152862.0,서울특별시 구로구 구로동 573 NC백화점 ,서울특별시 구로구 구로중앙로 152 NC백화점 1층 (구로동),8292.0,스타벅스 구로NC점,20220200000000.0,U,40:00.0,커피숍,189570.3609,444336.0513,커피숍,,,,,,,,,,,,,,N,330.9,,,
69263,3160000,3160000-104-2021-00158,20210830,,1,영업/정상,1,영업,,,,,,324.5,152826.0,서울특별시 구로구 고척동 72-49 ,서울특별시 구로구 경인로 387 1층 (고척동),8227.0,스타벅스 구로고척점,20220200000000.0,U,40:00.0,커피숍,187835.5017,443881.1293,커피숍,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,324.5,,,
69374,3160000,3160000-104-2013-00066,20130822,,1,영업/정상,1,영업,,,,,02  30151100,166.53,152848.0,서울특별시 구로구 구로동 191-7 에이스테크노타워8차 101호 일부,서울특별시 구로구 디지털로33길 11 (구로동 에이스테크노타워8차 101호 일부),8380.0,스타벅스커피 구로디지털로점,20220800000000.0,U,07:00.0,커피숍,190688.7475,442618.7857,,,,,,,,,,,,,,,,,,,
69448,3160000,3160000-104-2012-00121,20121122,,1,영업/정상,1,영업,,,,,,165.0,152880.0,서울특별시 구로구 구로동 1128-1 구로호텔1층,서울특별시 구로구 디지털로32길 72 (구로동 구로호텔 1층),8393.0,스타벅스 커피 구로호텔점,20220800000000.0,U,07:00.0,커피숍,190990.9558,442338.8424,,,,,,,,,,,,,,,,,,,
69467,3160000,3160000-104-2006-00028,20060512,,1,영업/정상,1,영업,,,,,230151177,200.64,152848.0,서울특별시 구로구 구로동 212-1 에이스트윈타워1 103호,서울특별시 구로구 디지털로 285 (구로동에이스트윈타워1 103호),8381.0,스타벅스 구로에이스점,20220800000000.0,U,07:00.0,커피숍,190600.9,442482.539,,,,,,,,,,,,,,,,,,,
69482,3160000,3160000-104-2017-00031,20170228,,1,영업/정상,1,영업,,,,,02  30151180,279.18,152848.0,서울특별시 구로구 구로동 222-7 코오롱디지털타워빌란트 101호,서울특별시 구로구 디지털로32길 30 1층 101호 (구로동 코오롱디지털타워빌란트 ),8390.0,스타벅스 구로디지털타워점,20220200000000.0,U,40:00.0,커피숍,190776.4685,442370.1437,커피숍,,,,,,,,,,,,,,N,279.18,,,
69637,3010000,3010000-104-2007-00055,20070612,,1,영업/정상,1,영업,,,,,,213.13,100130.0,서울특별시 중구 순화동 151 포스코더? A동 102호(지상1층),서울특별시 중구 칠패로 27 (순화동포스코더? A동 102호(지상1층)),4511.0,스타벅스순화동더?점,20220800000000.0,U,08:00.0,커피숍,197462.1988,450878.2118,,,,,,,,,,,,,,,,,,,
69668,3160000,3160000-104-2017-00154,20171017,,1,영업/정상,1,영업,,,,,02  26353516,188.65,152887.0,서울특별시 구로구 신도림동 413-9 코리아빌딩 101101-1호,서울특별시 구로구 경인로 610 지상1층 101101-1호 (신도림동 코리아빌딩),8213.0,스타벅스 신도림점,20220800000000.0,U,07:00.0,커피숍,189661.4898,444788.587,,,,,,,,,,,,,,,,,,,
69684,3160000,3160000-104-2010-00082,20100816,,1,영업/정상,1,영업,,,,,02  30151186,141.2,152848.0,서울특별시 구로구 구로동 235-2 에이스하이엔드타워 103호,서울특별시 구로구 디지털로26길 5 (구로동에이스하이엔드타워 103호),8389.0,스타벅스구로하이엔드점,20220800000000.0,U,07:00.0,커피숍,190504.7782,442154.9928,,,,,,,,,,,,,,,,,,,
69807,3160000,3160000-104-2004-00020,20040618,,3,폐업,2,폐업,20220624.0,,,,02  866 9291,98.0,152848.0,서울특별시 구로구 구로동 197-12 신세계아이엔씨 디지털센터 1층,서울특별시 구로구 디지털로31길 61 (구로동신세계아이엔씨 디지털센터 1층),8375.0,스타벅스 드림마크원점,20220600000000.0,U,06:00.0,커피숍,190346.4386,442638.4493,,,,,,,,,,,,,,,,,,,
69808,3160000,3160000-104-2011-00122,20110822,,1,영업/정상,1,영업,,,,,,198.3,152706.0,서울특별시 구로구 신도림동 692 디큐브시티 판매 201의 일부,서울특별시 구로구 경인로 662 (신도림동디큐브시티 판매 201의 일부),8209.0,스타벅스커피 현대디큐브 2F,20220800000000.0,U,07:00.0,커피숍,190107.0454,445157.6264,,,,,,,,,,,,,,,,,,,
69947,3160000,3160000-104-2014-00064,20140605,,1,영업/정상,1,영업,,,,,02  26199975,213.0,152894.0,서울특별시 구로구 오류동 55-50,서울특별시 구로구 경인로 216 (오류동),8271.0,스타벅스커피 오류동역점,20220800000000.0,U,07:00.0,커피숍,186212.0841,443782.5558,,,,,,,,,,,,,,,,,,,
72827,3110000,3110000-104-2022-00154,20221004,,1,영업/정상,1,영업,,,,,,228.0,122825.0,서울특별시 은평구 녹번동 19-121 은평 미드스퀘어,서울특별시 은평구 통일로 636 은평 미드스퀘어 1층 110111112113114115호 (녹번동),3372.0,스타벅스 녹번역점,20221000000000.0,I,06:00.0,커피숍,194220.3248,455685.625,,,,,,,,,,,,,,,,,,,
72936,3170000,3170000-104-2022-00020,20220218,,1,영업/정상,1,영업,,,,,,270.6,153803.0,서울특별시 금천구 가산동 673 ,서울특별시 금천구 가산디지털1로 16 1층 107(2R)108109호 (가산동),8591.0,스타벅스 독산역점,20220200000000.0,I,22:38.0,커피숍,190021.9569,440609.2095,커피숍,0.0,0.0,결혼예식장주변,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,270.6,,,
73014,3170000,3170000-104-2010-00059,20100907,,1,영업/정상,1,영업,,,,,,170.8,153709.0,서울특별시 금천구 가산동 60-5 갑을 그레이트밸리 102103호 ,서울특별시 금천구 디지털로9길 32 (가산동갑을 그레이트밸리 102103호),8512.0,스타벅스 커피 가산그레이트,20220200000000.0,U,40:00.0,커피숍,189982.3445,441928.6904,커피숍,,,,,상수도전용,,,,,,,,,N,170.8,,,
73051,3170000,3170000-104-2011-00005,20110120,,1,영업/정상,1,영업,,,,,02 7588371,139.56,153803.0,서울특별시 금천구 가산동 371-37 STXV-TOWER 104105호,서울특별시 금천구 가산디지털1로 128 104105호 (가산동STXV-TOWER),8507.0,스타벅스커피 가산브이타워,20220200000000.0,U,40:00.0,커피숍,189647.0468,441677.0962,커피숍,,,,,,,,,,,,,,N,139.56,,,
73095,3170000,3170000-104-2017-00016,20170308,,1,영업/정상,1,영업,,,,,02  805 3360,194.7,153858.0,서울특별시 금천구 시흥동 904-22 지상1층 ,서울특별시 금천구 시흥대로 164 지상1층 (시흥동),8631.0,스타벅스 금천시흥점,20220200000000.0,U,40:00.0,커피숍,191368.5221,438529.3631,커피숍,1.0,1.0,,,,,,,,,,,,N,194.7,,,
73151,3170000,3170000-104-2006-00001,20060120,,1,영업/정상,1,영업,,,,,02 7588147,124.2,153786.0,서울특별시 금천구 가산동 371-28 우림라이온스밸리 B-107.108 ,서울특별시 금천구 가산디지털1로 168 B동 107108호 (가산동 우림라이온스밸리),8507.0,스타벅스가산디지털점,20220200000000.0,U,40:00.0,커피숍,189538.0209,441982.4279,커피숍,0.0,0.0,,,상수도전용,,,,,,,,,N,124.2,,,
73188,3170000,3170000-104-2007-00022,20070316,,1,영업/정상,1,영업,,,,,02 7588196,144.42,153801.0,서울특별시 금천구 가산동 60-27 지하1층 (디지털단지로 285) ,서울특별시 금천구 디지털로 188 (가산동지하1층 (디지털단지로 285)),8513.0,스타벅스 W-Mall점,20220200000000.0,U,40:00.0,커피숍,189997.4557,441687.8412,커피숍,0.0,0.0,,,상수도전용,,,,,,,,,Y,144.42,,,
73206,3170000,3170000-104-2016-00074,20160613,,1,영업/정상,1,영업,,,,,,133.0,153801.0,서울특별시 금천구 가산동 50-3 대륭포스트타워6차 106호 ,서울특별시 금천구 벚꽃로 298 지상1층 106호 (가산동 대륭포스트타워6차),8510.0,스타벅스 가산디지털단지역,20220200000000.0,U,40:00.0,커피숍,189662.9592,442139.5145,커피숍,,,,,,,,,,,,,,N,133.0,,,
73259,3170000,3170000-104-2014-00042,20140515,,1,영업/정상,1,영업,,,,,,175.76,153813.0,서울특별시 금천구 독산동 291-1 TL108 ,서울특별시 금천구 두산로 70 지하1층 T-L108호 (독산동 현대지식산업센터),8584.0,스타벅스커피 금천독산점,20220200000000.0,U,40:00.0,커피숍,190694.8803,440764.4263,커피숍,,,,,,,,,,,,,,N,175.76,,,
73265,3170000,3170000-104-2012-00077,20120914,,1,영업/정상,1,영업,,,,,02  30151100,129.54,153717.0,서울특별시 금천구 가산동 60-20 마리오아울렛3관 지상1층 ,서울특별시 금천구 벚꽃로 266 (가산동 마리오아울렛3관 지상1층),8511.0,스타벅스 커피 마리오아울렛점,20220200000000.0,U,40:00.0,커피숍,189759.7131,441814.1159,커피숍,,,기타,,상수도전용,,,,,,,,,N,129.54,,,
73308,3170000,3170000-104-2020-00041,20200423,,1,영업/정상,1,영업,,,,,230151100,191.54,153030.0,서울특별시 금천구 시흥동 1031 ,서울특별시 금천구 시흥대로73길 67 지상1층 112113114115호 (시흥동),8613.0,스타벅스 금천구청역점,20220200000000.0,U,40:00.0,커피숍,,,커피숍,,,,,,,,,,,,,,N,191.54,,,
73375,3170000,3170000-104-2018-00110,20180822,,1,영업/정상,1,영업,,,,,02  62448046,147.0,153803.0,서울특별시 금천구 가산동 371-41 가산 에스케이 브이원 센터1층 106107108호 ,서울특별시 금천구 가산디지털1로 171 가산 에스케이 브이원 센터 1층 106107108호 (가산동),8503.0,스타벅스 가산에스케이점,20220200000000.0,U,40:00.0,커피숍,189378.3325,442066.9987,커피숍,,,,,,,,,,,,,,N,147.0,,,
75061,3180000,3180000-104-2019-00015,20190117,,1,영업/정상,1,영업,,,,,,294.3,150031.0,서울특별시 영등포구 영등포동1가 143-3 영등포 J&S ,서울특별시 영등포구 경인로 870 영등포 J&S 1층 (영등포동1가),7306.0,스타벅스영등포역점,20220200000000.0,U,40:00.0,커피숍,191908.1188,446086.8191,커피숍,,,,,,,,,,,,,,N,294.3,,,
75098,3180000,3180000-104-2019-00114,20190430,,1,영업/정상,1,영업,,,,,02  30151180,277.67,150895.0,서울특별시 영등포구 여의도동 55-2 101~104호,서울특별시 영등포구 여의대방로 376 101~104호 (여의도동),7342.0,스타벅스샛강역점,20220200000000.0,U,40:00.0,커피숍,193851.7999,446223.4985,커피숍,,,,,,,,,,,,,,N,277.67,,,
75234,3180000,3180000-104-2005-00066,20050713,,1,영업/정상,1,영업,,,,,,,150886.0,서울특별시 영등포구 여의도동 36 롯데캐슬 앰파이어 1층 104호 ,서울특별시 영등포구 의사당대로 127 (여의도동롯데캐슬 앰파이어 1층 104호),7331.0,스타벅스 롯데캐슬 여의도점,20220200000000.0,U,40:00.0,커피숍,193421.6283,446448.1576,커피숍,,,,,,,,,,,,,,N,0.0,,,
75388,3180000,3180000-104-2018-00001,20180102,,1,영업/정상,1,영업,,,,,,267.48,150885.0,서울특별시 영등포구 여의도동 35-4 한국화재보험협회 1층 일부 ,서울특별시 영등포구 국제금융로6길 38 한국화재보험협회 1층 1일부 (여의도동),7328.0,스타벅스여의도화재보험,20220200000000.0,U,40:00.0,커피숍,193417.0802,446590.4671,커피숍,,,,,,,,,,,,,,N,267.48,,,
75403,3180000,3180000-104-2010-00129,20100719,,1,영업/정상,1,영업,,,,,,225.0,150033.0,서울특별시 영등포구 영등포동3가 2-21 지상1층 ,서울특별시 영등포구 영등포로 254 (영등포동3가지상1층),7303.0,스타벅스커피 코리아 영등포본동점,20220200000000.0,U,40:00.0,커피숍,191935.8472,446275.9613,커피숍,,,,,상수도전용,,,,,,,,,N,225.0,,,
75433,3180000,3180000-104-2018-00017,20180116,,1,영업/정상,1,영업,,,,,,230.5,150874.0,서울특별시 영등포구 여의도동 17-9 더하우스소호 1층 109호(일부)~113호 ,서울특별시 영등포구 의사당대로 26 더하우스소호 1층 109호(일부)~113호 (여의도동),7236.0,스타벅스여의도KBSR점,20220200000000.0,U,40:00.0,커피숍,192696.2653,447151.9617,커피숍,,,,,,,,,,,,,,N,230.5,,,
75512,3180000,3180000-104-2018-00062,20180316,,1,영업/정상,1,영업,,,,,,352.87,150876.0,서울특별시 영등포구 여의도동 23 IFC몰 지하1층 178호 ,서울특별시 영등포구 국제금융로 10 IFC몰 지하1층 178호 (여의도동),7326.0,스타벅스여의도IFC몰(L1)R,20220200000000.0,U,40:00.0,커피숍,193326.931,446973.9146,커피숍,,,,,,,,,,,,,,Y,352.87,,,
75571,3180000,3180000-104-2019-00284,20191028,,1,영업/정상,1,영업,,,,,,311.21,150798.0,서울특별시 영등포구 영등포동4가 442 타임스퀘어 ,서울특별시 영등포구 영중로 15 타임스퀘어 지하1층 (영등포동4가),7305.0,스타벅스타임스퀘어R점,20220200000000.0,U,40:00.0,커피숍,191385.0574,446098.5559,커피숍,,,,,,,,,,,,,,Y,311.21,,,
75587,3180000,3180000-104-2018-00169,20180622,,1,영업/정상,1,영업,,,,,,301.58,150809.0,서울특별시 영등포구 당산동6가 217-2 1층 2층 ,서울특별시 영등포구 양평로 22 1층 2층 (당산동6가),7223.0,스타벅스당산대로점,20220200000000.0,U,40:00.0,커피숍,191440.258,447884.5699,커피숍,,,,,,,,,,,,,,Y,301.58,,,
75783,3180000,3180000-104-2017-00185,20170630,,1,영업/정상,1,영업,,,,,,292.66,150871.0,서울특별시 영등포구 여의도동 14 지상1층2층 ,서울특별시 영등포구 국회대로 786 (여의도동 지상1층2층),7238.0,스타벅스국회대로점,20220200000000.0,U,40:00.0,커피숍,192821.7179,447564.9111,커피숍,,,,,,,,,,,,,,Y,292.66,,,
75800,3180000,3180000-104-2015-00005,20150122,,1,영업/정상,1,영업,,,,,02  758 8875,177.38,150889.0,서울특별시 영등포구 여의도동 43-4 롯데캐슬아이비 1층 제122호 ,서울특별시 영등포구 국제금융로 86 (여의도동 롯데캐슬아이비 1층 제122호),7333.0,스타벅스커피 동여의도점,20220200000000.0,U,40:00.0,커피숍,193896.2821,446442.5714,커피숍,,,,,,,,,,,,,,N,177.38,,,
75803,3180000,3180000-104-2016-00023,20160215,,1,영업/정상,1,영업,,,,,02761 3236,376.55,150876.0,서울특별시 영등포구 여의도동 23-6 1층 ,서울특별시 영등포구 의사당대로 83 1층 (여의도동),7325.0,스타벅스여의도역R,20220200000000.0,U,40:00.0,커피숍,193165.4901,446797.3414,커피숍,,,,,,,,,,,,,,N,376.55,,,
75838,3180000,3180000-104-2014-00187,20141110,,1,영업/정상,1,영업,,,,,02  758 8834,221.98,150891.0,서울특별시 영등포구 여의도동 45-21 알리안츠타워 1층 ,서울특별시 영등포구 의사당대로 147 (여의도동 알리안츠타워 1층),7332.0,스타벅스커피여의도ABL타워점,20220200000000.0,U,40:00.0,커피숍,193553.4728,446289.3893,커피숍,,,,,,,,,,,,,,N,221.98,,,
75944,3180000,3180000-104-2016-00046,20160317,,1,영업/정상,1,영업,,,,,,282.6,150967.0,서울특별시 영등포구 양평동4가 2 이레빌딩 신관 1층 ,서울특별시 영등포구 선유동2로 57 1층 (양평동4가 이레빌딩 신관),7212.0,스타벅스(선유동이레빌딩점),20220200000000.0,U,40:00.0,커피숍,190834.8799,447975.9314,커피숍,,,,,,,,,,,,,,N,282.6,,,
75954,3180000,3180000-104-2009-00187,20091007,,1,영업/정상,1,영업,,,,,02  30151100,48.9,150034.0,서울특별시 영등포구 영등포동4가 442 지하2층 ,서울특별시 영등포구 영중로 15 (영등포동4가지하2층),7305.0,스타벅스타임스퀘어B2점,20220200000000.0,U,40:00.0,커피숍,191385.0574,446098.5559,커피숍,,,,,,,,,,,,,,N,48.9,,,
75958,3180000,3180000-104-2016-00053,20160321,,1,영업/정상,1,영업,,,,,230151179,196.66,150867.0,서울특별시 영등포구 양평동4가 98-5 1층 ,서울특별시 영등포구 양평로 115 1층 (양평동4가),7208.0,스타벅스(선유도역점),20220200000000.0,U,40:00.0,커피숍,190613.7058,448341.565,커피숍,,,,,,,,,,,,,,N,196.66,,,
76015,3180000,3180000-104-2010-00093,20100610,,1,영업/정상,1,영업,,,,,230151186,132.0,150836.0,서울특별시 영등포구 문래동3가 77-1 대창타운빌 지상1층 ,서울특별시 영등포구 선유로 64 (문래동3가대창타운빌 지상1층),7295.0,스타벅스 문래동점,20220200000000.0,U,40:00.0,커피숍,190176.6272,446383.6614,커피숍,,,,,상수도전용,,,,,,,,,N,132.0,,,
76030,3180000,3180000-104-2010-00107,20100628,,1,영업/정상,1,영업,,,,,230151172,137.15,150034.0,서울특별시 영등포구 영등포동4가 434-5 B관 지하2층 ,서울특별시 영등포구 영중로 9 (영등포동4가 B관 지하2층),7305.0,스타벅스신세계타임스퀘어B2점,20220200000000.0,U,40:00.0,커피숍,191581.5003,446108.8072,커피숍,,,,,상수도전용,,,,,,,,,Y,137.15,,,
76042,3180000,3180000-104-2013-00193,20131210,,1,영업/정상,1,영업,,,,,,229.26,150872.0,서울특별시 영등포구 여의도동 15-15 1층 일부 ,서울특별시 영등포구 은행로 11 (여의도동 1층 일부),7237.0,스타벅스커피여의도일신점,20220200000000.0,U,40:00.0,커피숍,192878.6628,447300.2534,커피숍,,,,,,,,,,,,,,N,229.26,,,
